Folio,Periodo,Anio,Zona,Zona_corta,Tipo_zona,Categoria,Sentimiento,Dias_respuesta,Texto_PQRSD
PQR-2026T2-4027,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,8,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2026T2-4028,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,16,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2026T2-4029,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,11,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2026T2-4030,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,10,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2026T2-4031,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,12,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2026T2-4032,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,9,Me negaron la inclusión y no me explicaron los motivos.
PQR-2026T2-4033,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,11,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2026T2-4034,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,9,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2026T2-4035,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,16,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2026T2-4036,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,10,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2026T2-4037,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,13,Me negaron la inclusión y no me explicaron los motivos.
PQR-2026T2-4038,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,12,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2026T2-4039,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,11,"Me orientaron bien para la declaración, todo salió bien."
PQR-2026T2-4040,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,14,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2026T2-4041,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,12,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2026T2-4042,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,11,Me negaron la inclusión y no me explicaron los motivos.
PQR-2026T2-4043,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,16,"Me orientaron bien para la declaración, todo salió bien."
PQR-2026T2-4044,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,12,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2026T2-4045,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,9,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2026T2-4046,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,8,Me negaron la inclusión y no me explicaron los motivos.
PQR-2026T2-4047,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,10,"Me orientaron bien para la declaración, todo salió bien."
PQR-2026T2-4048,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,9,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2026T2-4049,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,13,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2026T2-4050,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,12,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2026T2-4051,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,8,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2026T2-4052,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Neutral,9,Solicito información sobre acompañamiento para reubicación.
PQR-2026T2-4053,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Positivo,15,"El acompañamiento para el retorno fue bueno, gracias."
PQR-2026T2-4054,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Neutral,8,Solicito información sobre acompañamiento para reubicación.
PQR-2026T2-4055,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,10,El proceso de reubicación está detenido hace tiempo.
PQR-2026T2-4056,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Positivo,16,Nos apoyaron en la reubicación de manera adecuada.
PQR-2026T2-4057,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Neutral,15,Solicito información sobre acompañamiento para reubicación.
PQR-2026T2-4058,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,8,Solicité apoyo para el retorno y no hay condiciones de seguridad.
PQR-2026T2-4059,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,12,Solicito un certificado de mi condición de víctima.
PQR-2026T2-4060,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Negativo,11,La fila de atención es muy larga y no alcanzan a atender.
PQR-2026T2-4061,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,9,Solicito un certificado de mi condición de víctima.
PQR-2026T2-4062,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Positivo,16,Me resolvieron el trámite sin complicaciones.
PQR-2026T2-4063,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,11,Solicito un certificado de mi condición de víctima.
PQR-2026T2-4064,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,15,Pregunto por el horario de atención de la oficina.
PQR-2026T2-4065,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,13,Pregunto por el horario de atención de la oficina.
PQR-2026T2-4066,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Positivo,12,La atención en ventanilla fue amable y rápida.
PQR-2026T2-4067,2026-T2,2026,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Positivo,10,Me resolvieron el trámite sin complicaciones.
PQR-2026T2-4068,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,13,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4069,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,10,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4070,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,11,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2026T2-4071,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,10,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2026T2-4072,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,11,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2026T2-4073,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,12,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2026T2-4074,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,10,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4075,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,13,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2026T2-4076,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,15,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2026T2-4077,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,11,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2026T2-4078,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,11,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2026T2-4079,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,16,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2026T2-4080,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,10,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2026T2-4081,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,11,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2026T2-4082,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,14,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4083,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,12,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2026T2-4084,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,12,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2026T2-4085,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,13,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2026T2-4086,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,15,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4087,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,9,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4088,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,11,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2026T2-4089,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,16,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4090,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,9,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2026T2-4091,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,12,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4092,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,12,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2026T2-4093,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,16,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2026T2-4094,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,16,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2026T2-4095,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,8,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2026T2-4096,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,13,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2026T2-4097,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,10,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2026T2-4098,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,11,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2026T2-4099,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,11,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4100,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,9,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2026T2-4101,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,9,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2026T2-4102,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,10,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2026T2-4103,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,9,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2026T2-4104,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,15,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2026T2-4105,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,11,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2026T2-4106,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Positivo,9,"Por fin recibí la indemnización, agradezco la gestión de la oficina."
PQR-2026T2-4107,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,14,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4108,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,11,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4109,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,12,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4110,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,16,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4111,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,15,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4112,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,10,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2026T2-4113,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,9,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4114,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,13,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4115,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,8,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4116,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,16,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4117,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,9,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4118,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,13,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4119,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,9,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4120,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,9,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2026T2-4121,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,13,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4122,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,9,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4123,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Positivo,11,Me orientaron bien sobre el proceso de reparación.
PQR-2026T2-4124,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,13,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4125,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,15,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4126,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,12,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4127,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,11,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2026T2-4128,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Positivo,15,Me orientaron bien sobre el proceso de reparación.
PQR-2026T2-4129,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Positivo,9,"Por fin recibí la indemnización, agradezco la gestión de la oficina."
PQR-2026T2-4130,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,13,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4131,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,14,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2026T2-4132,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,15,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2026T2-4133,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,11,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2026T2-4134,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,10,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2026T2-4135,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,9,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2026T2-4136,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,12,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2026T2-4137,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,16,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2026T2-4138,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,15,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2026T2-4139,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,14,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2026T2-4140,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,10,La casa que me asignaron tiene problemas y nadie responde.
PQR-2026T2-4141,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,9,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2026T2-4142,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,9,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2026T2-4143,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,14,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2026T2-4144,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,11,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2026T2-4145,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Positivo,9,"Me asignaron la vivienda, muy agradecido con el acompañamiento."
PQR-2026T2-4146,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,9,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2026T2-4147,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Positivo,12,El proceso de postulación a vivienda fue claro.
PQR-2026T2-4148,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,16,Pregunto por el programa de atención en salud para víctimas.
PQR-2026T2-4149,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,15,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2026T2-4150,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,10,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2026T2-4151,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,16,Pregunto por el programa de atención en salud para víctimas.
PQR-2026T2-4152,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,9,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2026T2-4153,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,15,Solicito una cita de atención psicosocial para mi familia.
PQR-2026T2-4154,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,9,Pregunto por el programa de atención en salud para víctimas.
PQR-2026T2-4155,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,12,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2026T2-4156,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,10,Solicito una cita de atención psicosocial para mi familia.
PQR-2026T2-4157,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,10,Pregunto por el programa de atención en salud para víctimas.
PQR-2026T2-4158,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,12,Solicito una cita de atención psicosocial para mi familia.
PQR-2026T2-4159,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,15,Pregunto por el programa de atención en salud para víctimas.
PQR-2026T2-4160,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,14,Pregunto por el programa de atención en salud para víctimas.
PQR-2026T2-4161,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,16,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2026T2-4162,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Negativo,11,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2026T2-4163,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,12,Pregunto por el programa de atención en salud para víctimas.
PQR-2026T2-4164,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,12,Solicito una cita de atención psicosocial para mi familia.
PQR-2026T2-4165,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,13,Solicito una cita de atención psicosocial para mi familia.
PQR-2026T2-4166,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,9,Solicito una cita de atención psicosocial para mi familia.
PQR-2026T2-4167,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,9,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2026T2-4168,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Negativo,16,Mi hijo no ha podido acceder al beneficio educativo prometido.
PQR-2026T2-4169,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,11,Solicito información sobre becas para estudiantes víctimas.
PQR-2026T2-4170,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,9,Solicito información sobre becas para estudiantes víctimas.
PQR-2026T2-4171,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,10,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2026T2-4172,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,15,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2026T2-4173,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,8,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2026T2-4174,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,13,La orientación sobre educación superior fue útil.
PQR-2026T2-4175,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,11,La orientación sobre educación superior fue útil.
PQR-2026T2-4176,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,13,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2026T2-4177,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,16,La orientación sobre educación superior fue útil.
PQR-2026T2-4178,2026-T2,2026,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,14,Pregunto por el apoyo educativo para el próximo semestre.
